1,842,0,0,6500,1000,-1,-1,-1,-1
2,843,3242,583,20,36,-1,-1,-1,-1
3,843,3242,583,20,34,-1,-1,-1,-1
4,843,3246,583,20,28,-1,-1,-1,-1
13,844,3276,576,16,47,-1,-1,-1,-1
25,845,3370,576,12,51,-1,-1,-1,-1
26,845,3372,576,13,51,-1,-1,-1,-1
27,844,3303,571,16,45,-1,-1,-1,-1
27,845,3372,576,16,51,-1,-1,-1,-1
28,844,3305,571,15,45,-1,-1,-1,-1
28,845,3375,576,16,51,-1,-1,-1,-1
28,848,3969,582,14,43,-1,-1,-1,-1
29,844,3306,571,15,44,-1,-1,-1,-1
29,845,3377,576,14,51,-1,-1,-1,-1
29,848,3970,582,14,45,-1,-1,-1,-1
30,844,3308,572,15,44,-1,-1,-1,-1
30,845,3378,577,14,49,-1,-1,-1,-1
30,848,3969,583,16,44,-1,-1,-1,-1
30,850,3896,561,23,44,-1,-1,-1,-1
31,844,3309,572,15,43,-1,-1,-1,-1
31,845,3380,577,15,48,-1,-1,-1,-1
31,848,3971,583,15,44,-1,-1,-1,-1
31,850,3898,560,21,51,-1,-1,-1,-1
31,852,4675,805,33,50,-1,-1,-1,-1
32,844,3311,571,15,42,-1,-1,-1,-1
32,845,3382,577,14,45,-1,-1,-1,-1
32,847,3354,653,15,54,-1,-1,-1,-1
32,849,4049,585,14,49,-1,-1,-1,-1
32,850,3903,560,18,55,-1,-1,-1,-1
32,852,4684,804,26,54,-1,-1,-1,-1
32,853,3599,675,12,62,-1,-1,-1,-1
33,844,3313,571,15,42,-1,-1,-1,-1
33,845,3384,577,14,43,-1,-1,-1,-1
33,847,3355,654,17,52,-1,-1,-1,-1
33,850,3907,560,16,56,-1,-1,-1,-1
33,852,4689,804,22,54,-1,-1,-1,-1
33,853,3601,675,12,62,-1,-1,-1,-1
34,844,3314,570,14,41,-1,-1,-1,-1
34,845,3387,576,15,43,-1,-1,-1,-1
34,847,3355,654,21,46,-1,-1,-1,-1
34,850,3910,560,16,54,-1,-1,-1,-1
34,852,4684,803,29,54,-1,-1,-1,-1
34,853,3601,675,14,61,-1,-1,-1,-1
35,845,3388,576,16,44,-1,-1,-1,-1
35,847,3357,655,23,41,-1,-1,-1,-1
35,850,3910,561,20,55,-1,-1,-1,-1
35,852,4681,802,34,55,-1,-1,-1,-1
35,853,3593,675,24,61,-1,-1,-1,-1
35,854,3717,595,20,39,-1,-1,-1,-1
36,845,3390,576,16,45,-1,-1,-1,-1
36,847,3358,656,26,40,-1,-1,-1,-1
36,849,4055,588,13,52,-1,-1,-1,-1
36,850,3912,561,20,57,-1,-1,-1,-1
36,852,4680,802,36,55,-1,-1,-1,-1
36,853,3590,674,31,58,-1,-1,-1,-1
36,854,3719,594,20,43,-1,-1,-1,-1
37,845,3392,575,17,46,-1,-1,-1,-1
37,847,3360,656,29,40,-1,-1,-1,-1
37,849,4056,589,13,51,-1,-1,-1,-1
37,850,3913,563,22,56,-1,-1,-1,-1
37,853,3588,673,35,55,-1,-1,-1,-1
37,854,3720,594,21,46,-1,-1,-1,-1
38,845,3392,575,18,47,-1,-1,-1,-1
38,847,3362,657,30,40,-1,-1,-1,-1
38,849,4057,590,13,51,-1,-1,-1,-1
38,850,3916,563,24,57,-1,-1,-1,-1
38,853,3587,672,39,58,-1,-1,-1,-1
38,854,3721,594,21,47,-1,-1,-1,-1
38,856,4632,855,42,29,-1,-1,-1,-1
39,845,3393,575,19,47,-1,-1,-1,-1
39,847,3363,657,31,43,-1,-1,-1,-1
39,849,4059,590,14,50,-1,-1,-1,-1
39,850,3917,564,27,55,-1,-1,-1,-1
39,853,3591,671,39,56,-1,-1,-1,-1
39,854,3724,593,21,48,-1,-1,-1,-1
39,856,4631,856,46,28,-1,-1,-1,-1
40,845,3394,575,20,48,-1,-1,-1,-1
40,847,3364,657,32,48,-1,-1,-1,-1
40,849,4060,590,15,50,-1,-1,-1,-1
40,850,3917,564,31,55,-1,-1,-1,-1
40,852,4691,812,29,59,-1,-1,-1,-1
40,853,3594,669,37,55,-1,-1,-1,-1
40,854,3726,594,20,48,-1,-1,-1,-1
41,845,3396,575,20,48,-1,-1,-1,-1
41,847,3366,657,32,52,-1,-1,-1,-1
41,849,4061,590,15,50,-1,-1,-1,-1
41,850,3919,565,33,54,-1,-1,-1,-1
41,852,4692,812,29,65,-1,-1,-1,-1
41,853,3597,667,37,57,-1,-1,-1,-1
41,854,3728,593,19,48,-1,-1,-1,-1
42,845,3398,575,19,48,-1,-1,-1,-1
42,847,3365,657,34,57,-1,-1,-1,-1
42,849,4061,590,16,50,-1,-1,-1,-1
42,852,4695,812,28,67,-1,-1,-1,-1
42,853,3600,665,37,56,-1,-1,-1,-1
42,854,3730,593,18,47,-1,-1,-1,-1
42,857,3325,532,16,77,-1,-1,-1,-1
43,845,3400,575,18,48,-1,-1,-1,-1
43,847,3365,658,36,60,-1,-1,-1,-1
43,849,4063,590,16,49,-1,-1,-1,-1
43,852,4696,811,28,70,-1,-1,-1,-1
43,853,3603,663,37,58,-1,-1,-1,-1
43,854,3731,593,19,47,-1,-1,-1,-1
43,857,3325,532,15,79,-1,-1,-1,-1
44,845,3403,575,18,48,-1,-1,-1,-1
44,847,3366,659,37,62,-1,-1,-1,-1
44,849,4064,590,16,48,-1,-1,-1,-1
44,852,4698,816,27,66,-1,-1,-1,-1
44,853,3605,661,37,59,-1,-1,-1,-1
44,854,3733,592,18,45,-1,-1,-1,-1
44,857,3324,534,14,78,-1,-1,-1,-1
44,858,3921,578,15,35,-1,-1,-1,-1
44,859,3948,567,20,31,-1,-1,-1,-1
45,845,3405,574,18,48,-1,-1,-1,-1
45,847,3367,660,39,64,-1,-1,-1,-1
45,849,4064,589,17,49,-1,-1,-1,-1
45,852,4698,815,29,76,-1,-1,-1,-1
45,853,3608,660,37,60,-1,-1,-1,-1
45,854,3735,591,19,46,-1,-1,-1,-1
45,857,3322,533,16,74,-1,-1,-1,-1
45,859,3951,568,19,27,-1,-1,-1,-1
46,845,3406,574,18,49,-1,-1,-1,-1
46,847,3369,661,38,65,-1,-1,-1,-1
46,849,4065,588,18,48,-1,-1,-1,-1
46,852,4698,814,30,84,-1,-1,-1,-1
46,853,3610,658,37,61,-1,-1,-1,-1
46,854,3736,590,19,45,-1,-1,-1,-1
46,857,3321,534,17,74,-1,-1,-1,-1
46,859,3956,568,28,30,-1,-1,-1,-1
47,845,3408,573,19,49,-1,-1,-1,-1
47,847,3372,662,38,66,-1,-1,-1,-1
47,849,4067,588,18,47,-1,-1,-1,-1
47,852,4698,812,32,91,-1,-1,-1,-1
47,853,3612,657,37,63,-1,-1,-1,-1
47,854,3738,589,19,45,-1,-1,-1,-1
47,857,3319,533,19,73,-1,-1,-1,-1
47,859,3963,568,28,34,-1,-1,-1,-1
48,845,3409,573,20,49,-1,-1,-1,-1
48,847,3374,663,38,67,-1,-1,-1,-1
48,849,4068,587,18,47,-1,-1,-1,-1
48,852,4695,810,37,97,-1,-1,-1,-1
48,853,3615,657,36,64,-1,-1,-1,-1
48,854,3739,589,19,44,-1,-1,-1,-1
48,857,3318,534,22,69,-1,-1,-1,-1
48,859,3967,568,28,36,-1,-1,-1,-1
49,845,3410,573,21,50,-1,-1,-1,-1
49,847,3376,664,39,68,-1,-1,-1,-1
49,849,4070,587,18,47,-1,-1,-1,-1
49,852,4692,808,42,100,-1,-1,-1,-1
49,853,3618,656,34,65,-1,-1,-1,-1
49,854,3741,588,19,43,-1,-1,-1,-1
49,857,3316,534,25,70,-1,-1,-1,-1
49,859,3972,570,26,36,-1,-1,-1,-1
49,860,4639,822,49,46,-1,-1,-1,-1
50,845,3412,573,22,50,-1,-1,-1,-1
50,847,3379,665,40,69,-1,-1,-1,-1
50,849,4071,586,18,48,-1,-1,-1,-1
50,852,4689,806,46,102,-1,-1,-1,-1
50,853,3621,655,33,66,-1,-1,-1,-1
50,854,3742,588,18,44,-1,-1,-1,-1
50,859,3978,570,23,35,-1,-1,-1,-1
50,860,4642,822,48,43,-1,-1,-1,-1
51,845,3413,573,23,50,-1,-1,-1,-1
51,847,3381,665,40,69,-1,-1,-1,-1
51,849,4073,585,19,49,-1,-1,-1,-1
51,852,4690,804,47,103,-1,-1,-1,-1
51,853,3624,655,31,67,-1,-1,-1,-1
51,854,3744,588,18,44,-1,-1,-1,-1
51,859,3982,571,20,36,-1,-1,-1,-1
51,860,4646,822,45,40,-1,-1,-1,-1
52,845,3415,573,23,49,-1,-1,-1,-1
52,847,3383,666,41,70,-1,-1,-1,-1
52,849,4074,585,19,49,-1,-1,-1,-1
52,852,4692,803,47,104,-1,-1,-1,-1
52,853,3626,654,31,68,-1,-1,-1,-1
52,854,3746,588,19,43,-1,-1,-1,-1
52,859,3984,572,21,34,-1,-1,-1,-1
52,860,4649,823,41,38,-1,-1,-1,-1
52,861,4017,608,15,53,-1,-1,-1,-1
52,862,3309,535,14,32,-1,-1,-1,-1
53,845,3417,573,22,49,-1,-1,-1,-1
53,847,3386,667,41,70,-1,-1,-1,-1
53,849,4075,585,20,50,-1,-1,-1,-1
53,852,4694,802,47,106,-1,-1,-1,-1
53,853,3628,653,31,69,-1,-1,-1,-1
53,854,3747,588,18,43,-1,-1,-1,-1
53,859,3987,573,22,34,-1,-1,-1,-1
53,860,4653,823,37,37,-1,-1,-1,-1
53,861,4019,608,15,54,-1,-1,-1,-1
54,845,3421,573,21,49,-1,-1,-1,-1
54,847,3389,668,41,70,-1,-1,-1,-1
54,849,4076,586,20,50,-1,-1,-1,-1
54,852,4696,801,47,107,-1,-1,-1,-1
54,853,3630,652,31,69,-1,-1,-1,-1
54,854,3749,587,19,43,-1,-1,-1,-1
54,860,4659,824,32,35,-1,-1,-1,-1
54,861,4019,609,16,54,-1,-1,-1,-1
55,845,3423,573,20,49,-1,-1,-1,-1
55,847,3392,669,40,69,-1,-1,-1,-1
55,849,4077,586,21,50,-1,-1,-1,-1
55,852,4698,800,47,110,-1,-1,-1,-1
55,853,3632,651,32,69,-1,-1,-1,-1
55,854,3750,587,18,44,-1,-1,-1,-1
55,860,4662,824,30,33,-1,-1,-1,-1
55,861,4017,610,18,54,-1,-1,-1,-1
56,845,3425,572,20,49,-1,-1,-1,-1
56,847,3397,670,38,69,-1,-1,-1,-1
56,849,4078,587,22,50,-1,-1,-1,-1
56,852,4700,799,46,111,-1,-1,-1,-1
56,853,3635,650,31,69,-1,-1,-1,-1
56,854,3752,586,18,45,-1,-1,-1,-1
56,860,4664,824,28,32,-1,-1,-1,-1
56,861,4017,611,20,54,-1,-1,-1,-1
