1,0,3796,527,25,45,1,-1,-1,-1
1,1,4228,515,20,34,1,-1,-1,-1
1,2,4379,530,21,34,1,-1,-1,-1
1,3,3584,502,18,34,1,-1,-1,-1
1,4,4067,497,20,23,1,-1,-1,-1
1,5,4034,501,16,25,1,-1,-1,-1
1,6,3936,514,22,35,1,-1,-1,-1
1,7,3953,565,28,52,1,-1,-1,-1
1,8,4137,527,18,35,1,-1,-1,-1
1,9,4312,537,22,40,1,-1,-1,-1
1,10,4128,511,21,33,1,-1,-1,-1
1,11,4068,508,15,28,1,-1,-1,-1
1,12,4326,535,23,44,1,-1,-1,-1
1,13,4058,496,22,23,1,-1,-1,-1
1,14,3576,495,19,31,1,-1,-1,-1
1,15,4093,552,22,46,1,-1,-1,-1
1,16,3115,509,20,42,1,-1,-1,-1
1,17,3673,483,17,23,1,-1,-1,-1
1,18,3538,518,19,39,1,-1,-1,-1
1,19,3868,502,18,28,1,-1,-1,-1
1,20,4208,534,26,41,1,-1,-1,-1
1,21,3845,582,27,56,1,-1,-1,-1
1,22,4125,515,8,7,1,-1,-1,-1
2,0,3795,526,25,44,1,-1,-1,-1
2,1,4228,514,20,34,1,-1,-1,-1
2,2,4379,529,21,34,1,-1,-1,-1
2,3,3584,501,18,33,1,-1,-1,-1
2,4,4068,496,19,23,1,-1,-1,-1
2,5,4034,500,16,25,1,-1,-1,-1
2,6,3937,514,22,35,1,-1,-1,-1
2,7,3955,564,28,51,1,-1,-1,-1
2,8,4137,526,18,35,1,-1,-1,-1
2,9,4313,537,22,40,1,-1,-1,-1
2,10,4128,511,21,33,1,-1,-1,-1
2,11,4068,507,15,27,1,-1,-1,-1
2,12,4325,534,23,44,1,-1,-1,-1
2,13,4059,496,21,23,1,-1,-1,-1
2,14,3576,495,19,30,1,-1,-1,-1
2,15,4093,551,21,45,1,-1,-1,-1
2,16,3115,509,20,41,1,-1,-1,-1
2,17,3674,483,17,23,1,-1,-1,-1
2,18,3538,517,19,39,1,-1,-1,-1
2,19,3868,501,18,28,1,-1,-1,-1
2,20,4209,533,26,41,1,-1,-1,-1
